fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,fitness,accuracy,mse
regret_reg,top10,2,10,34,0.405870,58.93,7.617956
regret_reg,top10,2,10,35,0.392176,59.51,7.474348
regret_reg,top10,2,10,36,0.374222,58.54,7.258925
regret_reg,top10,2,10,37,0.364615,58.92,7.192113
regret_reg,top10,2,10,38,0.351108,58.70,6.922992
regret_reg,top10,2,10,39,0.355525,58.55,7.023917
regret_reg,top10,2,10,40,0.346601,56.56,7.071387
regret_reg,top10,2,10,41,0.346561,56.23,7.338039
regret_reg,top10,2,10,42,0.330580,55.53,7.280222
regret_reg,top10,2,10,43,0.339221,56.96,7.221901
regret_reg,top10,2,10,44,0.342552,56.41,7.491454
regret_reg,top10,2,10,45,0.337957,56.29,7.430543
regret_reg,top10,2,10,46,0.339211,56.27,7.483398
regret_reg,top10,2,10,47,0.322480,56.27,7.477613
regret_reg,top10,2,10,48,0.316793,56.93,7.425267
regret_reg,top10,2,10,49,0.313335,57.41,7.442276
regret_reg,top10,2,10,50,0.325574,56.31,7.438573
regret_reg,top10,2,10,51,0.315556,57.56,7.455727
regret_reg,top10,2,10,52,0.323157,57.21,7.497012
regret_reg,top10,2,10,53,0.318879,57.04,7.311539
regret_reg,top10,2,10,54,0.326402,56.19,7.302775
regret_reg,top10,2,10,55,0.334628,55.62,7.362682
regret_reg,top10,2,10,56,0.346134,56.39,7.380256
regret_reg,top10,2,10,57,0.329047,55.82,7.235970
regret_reg,top10,2,10,58,0.335863,56.82,7.355332
regret_reg,top10,2,10,59,0.346013,55.42,7.580904
regret_reg,top10,2,10,60,0.331663,56.08,7.490102
regret_reg,top10,2,10,61,0.319901,55.60,7.372028
regret_reg,top10,2,10,62,0.313939,57.29,7.425699
regret_reg,top10,2,10,63,0.328004,56.42,7.271889
regret_reg,top10,2,10,64,0.324185,58.18,7.419206
regret_reg,top10,2,10,65,0.327509,58.09,7.399931
regret_reg,top10,2,10,66,0.336705,57.35,7.329657
regret_reg,top10,2,10,67,0.326522,57.42,7.317831
regret_reg,top10,2,10,68,0.329657,57.87,7.284558
regret_reg,top10,2,10,69,0.328485,57.58,7.350934
regret_reg,top10,2,10,70,0.328935,57.51,7.338369
regret_reg,top10,2,10,71,0.332489,57.60,7.405995
regret_reg,top10,2,10,72,0.329833,57.15,7.489342
regret_reg,top10,2,10,73,0.341025,56.67,7.455460
regret_reg,top10,2,10,74,0.336210,57.23,7.440726
regret_reg,top10,2,10,75,0.327528,57.61,7.493258
regret_reg,top10,2,10,76,0.330754,56.60,7.431860
regret_reg,top10,2,10,77,0.334081,56.73,7.392105
regret_reg,top10,2,10,78,0.327238,56.55,7.510428
regret_reg,top10,2,10,79,0.326450,57.11,7.478908
regret_reg,top10,2,10,80,0.326468,57.42,7.484366
regret_reg,top10,2,10,81,0.323604,57.49,7.476167
regret_reg,top10,2,10,82,0.324069,56.79,7.487400
regret_reg,top10,2,10,83,0.326211,56.91,7.512418
regret_reg,top10,2,10,84,0.325014,55.73,7.587494
regret_reg,top10,2,10,85,0.323020,56.05,7.562463
regret_reg,top10,2,10,86,0.329884,56.38,7.607508
regret_reg,top10,2,10,87,0.328368,55.57,7.525297
regret_reg,top10,4,20,1,14.558848,50.50,22.566576
regret_reg,top10,4,20,2,13.159807,50.19,20.646652
regret_reg,top10,4,20,3,12.395490,50.28,19.650732
regret_reg,top10,4,20,4,11.865019,51.48,19.413894
regret_reg,top10,4,20,5,11.235211,52.35,18.049126
regret_reg,top10,4,20,6,10.256527,52.00,17.607525
regret_reg,top10,4,20,7,9.583439,53.70,17.726056
regret_reg,top10,4,20,8,8.560254,54.68,17.251666
regret_reg,top10,4,20,9,8.025888,55.03,16.143392
regret_reg,top10,4,20,10,7.437002,55.19,15.573924
regret_reg,top10,4,20,11,6.770060,56.93,14.688683
regret_reg,top10,4,20,12,6.086423,57.82,14.103735
regret_reg,top10,4,20,13,5.552288,57.47,13.650220
regret_reg,top10,4,20,14,5.017833,60.45,13.068185
regret_reg,top10,4,20,15,4.439916,59.94,12.748166
regret_reg,top10,4,20,16,3.989925,61.08,12.426496
regret_reg,top10,4,20,17,3.693361,61.16,12.062983
regret_reg,top10,4,20,18,3.290009,60.88,11.762581
regret_reg,top10,4,20,19,2.976140,62.71,11.393714
regret_reg,top10,4,20,20,2.660110,63.17,10.823875
regret_reg,top10,4,20,21,2.338203,62.59,10.570200
regret_reg,top10,4,20,22,2.111961,64.07,10.194431
regret_reg,top10,4,20,23,1.880800,65.25,10.060200
regret_reg,top10,4,20,24,1.721276,64.86,9.762379
regret_reg,top10,4,20,25,1.556841,64.78,9.766054
regret_reg,top10,4,20,26,1.403561,65.89,9.338796
regret_reg,top10,4,20,27,1.271420,65.85,8.864288
regret_reg,top10,4,20,28,1.165397,66.23,8.681153
regret_reg,top10,4,20,29,1.058364,66.00,8.416326
regret_reg,top10,4,20,30,0.986302,66.87,8.364752
regret_reg,top10,4,20,31,0.893784,66.18,7.968750
regret_reg,top10,4,20,32,0.810018,66.88,7.858697
regret_reg,top10,4,20,33,0.737569,66.70,7.689823
regret_reg,top10,4,20,34,0.680878,66.74,7.367009
regret_reg,top10,4,20,35,0.641503,66.42,6.962726
regret_reg,top10,4,20,36,0.604521,66.17,6.862210
regret_reg,top10,4,20,37,0.562767,65.94,6.896030
regret_reg,top10,4,20,38,0.529290,66.93,6.617739
regret_reg,top10,4,20,39,0.506053,66.62,6.601865
regret_reg,top10,4,20,40,0.467941,66.33,6.556626
regret_reg,top10,4,20,41,0.467093,65.41,6.362442
regret_reg,top10,4,20,42,0.457216,65.25,6.447471
regret_reg,top10,4,20,43,0.436350,64.97,6.492490
regret_reg,top10,4,20,44,0.448296,65.16,6.696028
regret_reg,top10,4,20,45,0.445661,65.06,6.738179
regret_reg,top10,4,20,46,0.427115,66.49,6.972856
regret_reg,top10,4,20,47,0.399278,64.40,6.976080
regret_reg,top10,4,20,48,0.402844,64.13,6.722556
regret_reg,top10,4,20,49,0.393465,64.33,6.535531
regret_reg,top10,4,20,50,0.383678,64.16,6.519709
regret_reg,top10,4,20,51,0.396962,63.59,6.533981
regret_reg,top10,4,20,52,0.414446,63.05,6.630957
regret_reg,top10,4,20,53,0.382477,62.90,6.743059
regret_reg,top10,4,20,54,0.393847,63.36,6.736775
regret_reg,top10,4,20,55,0.391580,63.37,6.788523
regret_reg,top10,4,20,56,0.385348,62.87,6.866167
regret_reg,top10,4,20,57,0.404014,62.87,6.861534
regret_reg,top10,4,20,58,0.388176,63.16,6.847485
regret_reg,top10,4,20,59,0.380368,63.65,6.918377
regret_reg,top10,4,20,60,0.388191,63.19,6.900611
regret_reg,top10,4,20,61,0.378227,63.30,7.064868
regret_reg,top10,4,20,62,0.380322,63.50,7.086888
regret_reg,top10,4,20,63,0.375652,63.61,7.144588
regret_reg,top10,4,20,64,0.372345,63.17,7.341131
regret_reg,top10,4,20,65,0.394761,62.22,7.522943
regret_reg,top10,4,20,66,0.393695,63.08,7.535877
regret_reg,top10,4,20,67,0.403156,62.11,7.662711
regret_reg,top10,4,20,68,0.372965,62.32,7.603177
regret_reg,top10,4,20,69,0.401965,61.84,7.654383
regret_reg,top10,4,20,70,0.401439,62.65,7.656147
regret_reg,top10,4,20,71,0.384098,63.23,7.468900
regret_reg,top10,4,20,72,0.391028,62.97,7.487966
regret_reg,top10,4,20,73,0.413352,62.29,7.476479
regret_reg,top10,4,20,74,0.377991,62.67,7.455879
regret_reg,top10,4,20,75,0.373139,62.13,7.387674
regret_reg,top10,4,20,76,0.387515,61.72,7.384732
regret_reg,top10,4,20,77,0.372383,61.45,7.357406
regret_reg,top10,4,20,78,0.377518,60.36,7.424380
regret_reg,top10,4,20,79,0.379035,61.22,7.468113
regret_reg,top10,4,20,80,0.388133,61.07,7.526264
regret_reg,top10,4,20,81,0.389725,60.79,7.467664
regret_reg,top10,4,20,82,0.390978,60.57,7.467002
regret_reg,top10,6,30,1,17.494167,50.25,22.536208
regret_reg,top10,6,30,2,15.757671,50.95,20.791837
regret_reg,top10,6,30,3,14.758467,51.37,20.773720
regret_reg,top10,6,30,4,13.694531,53.43,20.204545
regret_reg,top10,6,30,5,12.916984,53.60,19.036901
regret_reg,top10,6,30,6,11.964728,55.46,18.717547
regret_reg,top10,6,30,7,11.059893,55.50,18.068269
regret_reg,top10,6,30,8,10.178379,57.25,17.696417
regret_reg,top10,6,30,9,9.295226,59.22,17.343028
regret_reg,top10,6,30,10,8.229825,59.58,16.905254
regret_reg,top10,6,30,11,7.494620,60.47,17.079512
regret_reg,top10,6,30,12,6.798351,61.22,16.150149
regret_reg,top10,6,30,13,6.026951,64.52,15.440564
regret_reg,top10,6,30,14,5.521124,64.01,15.167897
regret_reg,top10,6,30,15,4.827542,65.86,15.031632
regret_reg,top10,6,30,16,4.389396,66.02,14.492480
regret_reg,top10,6,30,17,4.010199,66.50,14.374726
regret_reg,top10,6,30,18,3.719486,66.22,13.743236
regret_reg,top10,6,30,19,3.303785,67.68,13.452246
regret_reg,top10,6,30,20,2.950734,67.42,13.148914
regret_reg,top10,6,30,21,2.681780,68.64,12.591398
regret_reg,top10,6,30,22,2.445096,69.17,12.425329
regret_reg,top10,6,30,23,2.173242,69.68,12.349605
regret_reg,top10,6,30,24,1.958588,69.90,11.893910
regret_reg,top10,6,30,25,1.791250,71.75,11.592737
regret_reg,top10,6,30,26,1.621202,70.98,11.191464
regret_reg,top10,6,30,27,1.482114,71.21,10.709645
regret_reg,top10,6,30,28,1.317720,70.42,10.468383
regret_reg,top10,6,30,29,1.205198,70.30,9.992004
regret_reg,top10,6,30,30,1.060760,70.91,9.684814
regret_reg,top10,6,30,31,0.995658,70.35,9.235274
regret_reg,top10,6,30,32,0.868339,71.41,9.037726
regret_reg,top10,6,30,33,0.813070,70.52,8.780580
regret_reg,top10,6,30,34,0.757187,70.75,8.566664
regret_reg,top10,6,30,35,0.687473,70.65,8.391580
regret_reg,top10,6,30,36,0.648560,71.52,8.373388
regret_reg,top10,6,30,37,0.606848,71.52,8.231158
regret_reg,top10,6,30,38,0.588387,71.36,8.042164
regret_reg,top10,6,30,39,0.552457,71.99,7.750409
regret_reg,top10,6,30,40,0.524436,72.04,7.482229
regret_reg,top10,6,30,41,0.511587,70.88,7.396467
regret_reg,top10,6,30,42,0.493287,71.03,7.295932
regret_reg,top10,6,30,43,0.483343,70.82,7.279828
regret_reg,top10,6,30,44,0.476391,69.72,7.306463
regret_reg,top10,6,30,45,0.472434,70.82,7.036424
regret_reg,top10,6,30,46,0.483530,70.79,7.145087
regret_reg,top10,6,30,47,0.469458,70.03,6.994005
regret_reg,top10,6,30,48,0.450896,70.01,6.948493
regret_reg,top10,6,30,49,0.451252,69.43,7.022458
regret_reg,top10,6,30,50,0.454419,68.59,7.025384
regret_reg,top10,6,30,51,0.429511,69.86,7.148074
regret_reg,top10,6,30,52,0.454476,69.09,7.008930
regret_reg,top10,6,30,53,0.423427,69.84,7.087553
regret_reg,top10,6,30,54,0.428394,69.04,7.344247
regret_reg,top10,6,30,55,0.433465,68.82,7.389318
regret_reg,top10,6,30,56,0.427962,68.60,7.452252
regret_reg,top10,6,30,57,0.453202,68.47,7.351790
regret_reg,top10,6,30,58,0.415138,68.34,7.575443
regret_reg,top10,6,30,59,0.407747,68.64,7.546606
regret_reg,top10,6,30,60,0.425335,67.81,7.632612
regret_reg,top10,6,30,61,0.427876,68.49,7.655083
regret_reg,top10,6,30,62,0.420954,67.74,7.608324
regret_reg,top10,6,30,63,0.431945,67.88,7.498156
regret_reg,top10,6,30,64,0.424021,68.21,7.364510
regret_reg,top10,6,30,65,0.414003,67.69,7.251258
regret_reg,top10,6,30,66,0.409382,67.74,7.290396
regret_reg,top10,6,30,67,0.409825,67.22,7.428101
regret_reg,top10,6,30,68,0.396131,68.20,7.353764
regret_reg,top10,6,30,69,0.392038,68.24,7.214501
regret_reg,top10,6,30,70,0.439118,68.33,7.201220
regret_reg,top10,6,30,71,0.422785,68.77,7.094139
regret_reg,top10,6,30,72,0.415944,68.17,7.292351
regret_reg,top10,6,30,73,0.441494,67.57,7.258038
regret_reg,top10,6,30,74,0.426201,69.26,7.331806
regret_reg,top10,6,30,75,0.413605,69.46,7.273127
regret_reg,top10,6,30,76,0.412035,69.05,7.362539
regret_reg,top10,6,30,77,0.415650,68.83,7.227025
regret_reg,top10,6,30,78,0.417622,68.04,7.424083
regret_reg,top10,6,30,79,0.406356,68.40,7.457953
regret_reg,top10,6,30,80,0.403826,67.99,7.549512
regret_reg,top10,6,30,81,0.398824,68.67,7.544650
regret_reg,top10,6,30,82,0.418563,68.00,7.531957
regret_reg,top10,6,30,83,0.413160,69.50,7.598104
regret_reg,top10,6,30,84,0.399668,69.24,7.506531
regret_reg,top10,6,30,85,0.418466,69.68,7.540976
regret_reg,top10,6,30,86,0.426683,69.14,7.530643
regret_reg,top10,6,30,87,0.407980,69.14,7.484705
regret_reg,top10,6,30,88,0.411142,69.26,7.527941
regret_reg,top10,6,30,89,0.402963,69.38,7.513174
regret_reg,top10,6,30,90,0.399252,69.69,7.641692
regret_reg,top10,6,30,91,0.397327,69.37,7.601415
regret_reg,top10,6,30,92,0.392002,69.28,7.723156
regret_reg,top10,6,30,93,0.395264,69.46,7.685763
regret_reg,top10,6,30,94,0.407392,69.48,7.787955
regret_reg,top10,6,30,95,0.395826,69.95,7.648076
regret_reg,top10,6,30,96,0.401030,70.07,7.581230
regret_reg,top10,6,30,97,0.413326,69.68,7.657718
regret_reg,top10,6,30,98,0.410175,69.50,7.676427
regret_reg,top10,6,30,99,0.395552,70.03,7.661005
regret_reg,top10,8,40,1,19.521617,50.24,22.833286
regret_reg,top10,8,40,2,18.186642,51.52,21.014340
regret_reg,top10,8,40,3,17.116766,51.90,19.917960
regret_reg,top10,8,40,4,15.688470,52.87,20.364771
regret_reg,top10,8,40,5,14.906341,52.63,19.502299
regret_reg,top10,8,40,6,13.526495,54.29,19.514975
regret_reg,top10,8,40,7,12.287098,55.72,19.064754
regret_reg,top10,8,40,8,11.576130,57.12,18.525634
regret_reg,top10,8,40,9,10.801683,57.20,18.160456
regret_reg,top10,8,40,10,9.491203,60.39,18.008613
regret_reg,top10,8,40,11,8.628297,60.93,17.268876
regret_reg,top10,8,40,12,7.616717,62.86,17.045837
regret_reg,top10,8,40,13,7.064218,64.73,16.994773
regret_reg,top10,8,40,14,6.516692,65.48,16.586604
regret_reg,top10,8,40,15,5.695280,67.40,16.666839
regret_reg,top10,8,40,16,5.240129,67.12,16.552224
regret_reg,top10,8,40,17,4.715981,68.95,16.722789
regret_reg,top10,8,40,18,4.254486,70.43,16.683749
regret_reg,top10,8,40,19,3.806840,71.52,16.280616
regret_reg,top10,8,40,20,3.560606,70.71,15.944125
regret_reg,top10,8,40,21,3.145865,72.77,15.442246
regret_reg,top10,8,40,22,2.840913,72.34,15.047708
regret_reg,top10,8,40,23,2.632675,73.14,14.858794
regret_reg,top10,8,40,24,2.403064,72.85,14.973473
regret_reg,top10,8,40,25,2.162191,72.90,14.312503
regret_reg,top10,8,40,26,1.986571,72.77,14.531358
regret_reg,top10,8,40,27,1.810718,73.47,14.050020
regret_reg,top10,8,40,28,1.638711,73.13,13.731937
regret_reg,top10,8,40,29,1.524913,73.55,13.349401
regret_reg,top10,8,40,30,1.371262,75.10,13.158860
regret_reg,top10,8,40,31,1.269412,74.32,12.768394
regret_reg,top10,8,40,32,1.163174,74.14,12.284529
regret_reg,top10,8,40,33,1.066030,74.77,11.742774
regret_reg,top10,8,40,34,0.969020,74.79,11.347397
regret_reg,top10,8,40,35,0.892535,74.31,11.271519
regret_reg,top10,8,40,36,0.839219,74.15,10.803530
regret_reg,top10,8,40,37,0.774316,73.97,10.603452
regret_reg,top10,8,40,38,0.717317,73.47,10.640125
regret_reg,top10,8,40,39,0.681356,73.59,10.364493
regret_reg,top10,8,40,40,0.635045,74.37,10.168953
regret_reg,top10,8,40,41,0.617222,74.19,9.739465
regret_reg,top10,8,40,42,0.576613,73.67,9.604489
regret_reg,top10,8,40,43,0.555830,74.87,9.698383
regret_reg,top10,8,40,44,0.535131,74.89,9.512821
regret_reg,top10,8,40,45,0.524498,74.00,9.436627
regret_reg,top10,8,40,46,0.524522,73.77,9.135158
regret_reg,top10,8,40,47,0.498316,74.19,8.980448
regret_reg,top10,8,40,48,0.514094,73.40,8.847857
regret_reg,top10,8,40,49,0.491619,73.53,8.746047
regret_reg,top10,8,40,50,0.478630,73.83,8.615282
regret_reg,top10,8,40,51,0.496241,73.12,8.712868
regret_reg,top10,8,40,52,0.485030,72.82,8.558240
regret_reg,top10,8,40,53,0.496252,72.19,8.532247
regret_reg,top10,8,40,54,0.497325,72.52,8.390668
regret_reg,top10,8,40,55,0.486448,72.73,8.191514
regret_reg,top10,8,40,56,0.462067,73.55,7.959176
regret_reg,top10,8,40,57,0.488083,74.11,8.027153
regret_reg,top10,8,40,58,0.504210,72.56,8.238389
regret_reg,top10,8,40,59,0.478764,72.78,7.934494
regret_reg,top10,8,40,60,0.474997,72.97,8.091380
regret_reg,top10,8,40,61,0.484610,72.89,8.031221
regret_reg,top10,8,40,62,0.474956,73.16,7.905161
regret_reg,top10,8,40,63,0.454771,73.14,7.836333
regret_reg,top10,8,40,64,0.476055,73.26,7.841666
regret_reg,top10,8,40,65,0.491073,72.13,7.833319
regret_reg,top10,8,40,66,0.488971,72.81,7.748124
regret_reg,top10,8,40,67,0.467193,73.18,7.705441
regret_reg,top10,8,40,68,0.472286,73.62,7.730109
regret_reg,top10,8,40,69,0.465085,73.66,7.808041
regret_reg,top10,8,40,70,0.466966,73.50,7.903669
regret_reg,top10,8,40,71,0.467546,72.82,8.044948
regret_reg,top10,8,40,72,0.500962,72.82,7.990188
regret_reg,top10,8,40,73,0.483216,73.03,7.895693
regret_reg,top10,8,40,74,0.490944,73.21,7.736039
regret_reg,top10,8,40,75,0.482381,73.41,7.754786
regret_reg,top10,8,40,76,0.491759,73.67,7.652738
regret_reg,top10,8,40,77,0.484720,73.43,7.550497
regret_reg,top10,8,40,78,0.476888,74.38,7.363513
regret_reg,top10,8,40,79,0.478148,74.19,7.461981
regret_reg,top10,8,40,80,0.476145,74.91,7.433459
regret_reg,top10,8,40,81,0.455407,74.24,7.432384
regret_reg,top10,8,40,82,0.479591,73.70,7.509375
regret_reg,top10,8,40,83,0.461999,74.29,7.415218
regret_reg,top10,8,40,84,0.454523,73.82,7.439776
regret_reg,top10,8,40,85,0.456894,74.00,7.604163
regret_reg,top10,8,40,86,0.468485,74.35,7.486400
regret_reg,top10,8,40,87,0.480606,73.54,7.553722
regret_reg,top10,8,40,88,0.468389,73.11,7.539832
regret_reg,top10,8,40,89,0.474632,73.73,7.536688
regret_reg,top10,8,40,90,0.463544,73.85,7.511226
regret_reg,top10,8,40,91,0.469133,74.93,7.442511
regret_reg,top10,8,40,92,0.488874,74.35,7.379287
regret_reg,top10,8,40,93,0.483979,74.80,7.288188
regret_reg,top10,8,40,94,0.451433,75.34,7.233032
regret_reg,top10,8,40,95,0.454232,74.68,7.307472
regret_reg,top10,8,40,96,0.450560,74.53,7.414288
regret_reg,top10,8,40,97,0.455720,74.74,7.370949
regret_reg,top10,8,40,98,0.458511,74.53,7.364139
regret_reg,top10,8,40,99,0.451162,74.60,7.303996
regret_reg,top10,8,40,100,0.448572,75.04,7.261908
regret_reg,top30,1,5,1,10.547181,49.34,22.604959
regret_reg,top30,1,5,2,9.777699,49.71,20.376914
regret_reg,top30,1,5,3,8.807820,49.97,18.829317
regret_reg,top30,1,5,4,7.656696,50.30,18.497261
regret_reg,top30,1,5,5,6.825089,50.12,17.030251
regret_reg,top30,1,5,6,6.103451,51.12,16.648012
regret_reg,top30,1,5,7,5.434992,50.71,16.016655
regret_reg,top30,1,5,8,5.065154,51.71,15.733983
regret_reg,top30,1,5,9,4.406429,52.73,15.026508
regret_reg,top30,1,5,10,3.902777,51.38,14.791191
regret_reg,top30,1,5,11,3.546746,51.32,14.241187
regret_reg,top30,1,5,12,3.184582,52.10,13.954872
regret_reg,top30,1,5,13,2.799985,51.72,13.166290
regret_reg,top30,1,5,14,2.507101,52.27,12.679302
regret_reg,top30,1,5,15,2.241598,50.42,12.250384
regret_reg,top30,1,5,16,1.961668,52.99,11.541428
regret_reg,top30,1,5,17,1.764524,52.48,11.173669
regret_reg,top30,1,5,18,1.522573,53.29,10.828771
regret_reg,top30,1,5,19,1.340331,53.48,10.495018
regret_reg,top30,1,5,20,1.190645,52.25,10.137775
regret_reg,top30,1,5,21,1.055923,53.99,10.236684
regret_reg,top30,1,5,22,0.928309,53.85,10.036644
regret_reg,top30,1,5,23,0.829440,54.54,9.895950
regret_reg,top30,1,5,24,0.741772,54.97,9.443339
regret_reg,top30,1,5,25,0.673614,54.30,8.804591
regret_reg,top30,1,5,26,0.599353,54.14,8.498718
regret_reg,top30,1,5,27,0.551803,54.19,8.488797
regret_reg,top30,1,5,28,0.491856,56.06,8.478698
regret_reg,top30,1,5,29,0.462609,55.79,8.410299
regret_reg,top30,1,5,30,0.430435,56.00,8.388372
regret_reg,top30,1,5,31,0.406479,55.88,8.213012
regret_reg,top30,1,5,32,0.378614,56.65,8.324328
regret_reg,top30,1,5,33,0.364210,56.72,8.254817
regret_reg,top30,1,5,34,0.344805,55.77,8.030514
regret_reg,top30,1,5,35,0.335008,55.36,7.934295
regret_reg,top30,1,5,36,0.334579,55.15,7.828659
regret_reg,top30,1,5,37,0.314731,56.10,7.756297
regret_reg,top30,1,5,38,0.315328,57.46,7.761824
regret_reg,top30,1,5,39,0.316525,56.82,7.585786
regret_reg,top30,1,5,40,0.316377,56.60,7.819701
regret_reg,top30,1,5,41,0.303498,57.14,7.876067
regret_reg,top30,1,5,42,0.310200,56.95,7.799561
regret_reg,top30,1,5,43,0.317895,57.77,7.914908
regret_reg,top30,1,5,44,0.310051,57.36,7.804712
regret_reg,top30,1,5,45,0.304522,58.01,7.679660
regret_reg,top30,1,5,46,0.306036,57.21,7.779052
regret_reg,top30,1,5,47,0.303373,57.94,7.745785
regret_reg,top30,1,5,48,0.298431,56.66,7.696612
regret_reg,top30,1,5,49,0.302266,56.56,7.426372
regret_reg,top30,1,5,50,0.305841,56.49,7.769319
regret_reg,top30,1,5,51,0.289723,57.81,7.778745
regret_reg,top30,1,5,52,0.288730,57.57,7.873939
regret_reg,top30,1,5,53,0.292985,55.75,7.818234
regret_reg,top30,1,5,54,0.290711,56.51,8.038859
regret_reg,top30,1,5,55,0.290282,56.19,7.862098
regret_reg,top30,1,5,56,0.301454,54.82,7.803604
regret_reg,top30,1,5,57,0.297612,54.17,7.721274
regret_reg,top30,1,5,58,0.304168,54.21,8.034759
regret_reg,top30,1,5,59,0.298549,53.73,8.151935
regret_reg,top30,1,5,60,0.296513,54.85,8.062516
regret_reg,top30,1,5,61,0.298418,53.49,7.915527
regret_reg,top30,1,5,62,0.307092,54.05,7.778090
regret_reg,top30,1,5,63,0.298347,54.46,7.808014
regret_reg,top30,1,5,64,0.287634,55.36,7.628492
regret_reg,top30,1,5,65,0.293284,54.65,7.593640
regret_reg,top30,1,5,66,0.302581,55.53,7.532189
regret_reg,top30,1,5,67,0.297317,54.32,7.406268
regret_reg,top30,1,5,68,0.293227,54.18,7.496761
regret_reg,top30,1,5,69,0.295892,54.54,7.339076
regret_reg,top30,1,5,70,0.301655,54.57,7.553118
regret_reg,top30,1,5,71,0.306637,54.15,7.523189
regret_reg,top30,1,5,72,0.289313,54.32,7.605610
regret_reg,top30,1,5,73,0.304314,54.81,7.672724
regret_reg,top30,1,5,74,0.291036,54.37,7.628394
regret_reg,top30,1,5,75,0.303864,55.87,7.633780
regret_reg,top30,1,5,76,0.296464,55.71,7.552372
regret_reg,top30,1,5,77,0.286347,55.75,7.671295
regret_reg,top30,1,5,78,0.299018,56.46,7.531606
regret_reg,top30,1,5,79,0.299918,56.97,7.398927
regret_reg,top30,1,5,80,0.300615,56.27,7.472166
regret_reg,top30,1,5,81,0.301391,56.69,7.563835
regret_reg,top30,1,5,82,0.296165,55.92,7.588799
regret_reg,top30,1,5,83,0.292906,55.65,7.696759
regret_reg,top30,1,5,84,0.300948,56.39,7.656689
regret_reg,top30,1,5,85,0.301002,56.36,7.545632
regret_reg,top30,1,5,86,0.293283,56.12,7.624246
regret_reg,top30,1,5,87,0.291835,56.40,7.590974
regret_reg,top30,1,5,88,0.299643,56.31,7.495598
regret_reg,top30,1,5,89,0.295832,56.33,7.502008
regret_reg,top30,1,5,90,0.297345,56.23,7.516733
regret_reg,top30,1,5,91,0.302766,56.39,7.534977
regret_reg,top30,1,5,92,0.296559,56.65,7.530508
regret_reg,top30,1,5,93,0.305286,56.45,7.515862
regret_reg,top30,1,5,94,0.297450,56.30,7.542156
regret_reg,top30,1,5,95,0.295838,56.75,7.548174
regret_reg,top30,1,5,96,0.301205,56.02,7.546979
regret_reg,top30,1,5,97,0.305377,56.49,7.562736
regret_reg,top30,1,5,98,0.300250,56.19,7.514135
regret_reg,top30,1,5,99,0.296430,56.68,7.482602
regret_reg,top30,1,5,100,0.295880,57.19,7.505273
regret_reg,top30,2,10,1,12.094411,50.74,22.811271
regret_reg,top30,2,10,2,11.119094,51.60,21.299403
regret_reg,top30,2,10,3,10.169620,50.83,20.761851
regret_reg,top30,2,10,4,9.528780,51.76,20.728081
regret_reg,top30,2,10,5,8.554399,54.40,19.695799
regret_reg,top30,2,10,6,7.867424,55.33,18.908131
regret_reg,top30,2,10,7,6.973963,55.14,18.030649
regret_reg,top30,2,10,8,6.463429,56.19,17.128663
regret_reg,top30,2,10,9,6.113190,55.14,16.583098
regret_reg,top30,2,10,10,5.215675,57.36,15.603564
regret_reg,top30,2,10,11,4.618744,59.51,14.979584
regret_reg,top30,2,10,12,4.086296,59.64,14.149976
regret_reg,top30,2,10,13,3.705602,61.27,13.454391
regret_reg,top30,2,10,14,3.174119,62.40,12.935146
regret_reg,top30,2,10,15,2.888986,61.41,12.803624
regret_reg,top30,2,10,16,2.514265,61.48,12.651059
regret_reg,top30,2,10,17,2.328892,61.34,12.229314
regret_reg,top30,2,10,18,2.003186,61.54,11.694809
regret_reg,top30,2,10,19,1.829398,63.03,11.711928
regret_reg,top30,2,10,20,1.648558,64.33,11.060733
regret_reg,top30,2,10,21,1.436436,63.43,10.784617
regret_reg,top30,2,10,22,1.278166,64.91,10.529364
regret_reg,top30,2,10,23,1.126964,64.43,10.159626
regret_reg,top30,2,10,24,1.017422,64.86,9.991505
regret_reg,top30,2,10,25,0.906464,65.03,9.652495
regret_reg,top30,2,10,26,0.808694,64.57,9.152739
regret_reg,top30,2,10,27,0.722858,64.75,8.962675
regret_reg,top30,2,10,28,0.642267,63.72,8.474480
regret_reg,top30,2,10,29,0.569957,62.75,8.245338
regret_reg,top30,2,10,30,0.527282,63.55,8.284206
regret_reg,top30,2,10,31,0.485160,63.84,8.222013
regret_reg,top30,2,10,32,0.456219,63.76,8.090191
regret_reg,top30,2,10,33,0.427039,63.74,8.033623
regret_reg,top30,2,10,34,0.405286,63.81,7.785013
regret_reg,top30,2,10,35,0.399524,62.96,7.585510
regret_reg,top30,2,10,36,0.392574,62.66,7.684027
regret_reg,top30,2,10,37,0.371521,63.08,7.605692
regret_reg,top30,2,10,38,0.353220,63.08,7.662749
regret_reg,top30,2,10,39,0.363691,61.14,7.784333
regret_reg,top30,2,10,40,0.359993,61.50,7.723408
regret_reg,top30,2,10,41,0.347439,61.54,7.666287
regret_reg,top30,2,10,42,0.337365,60.31,7.632620
regret_reg,top30,2,10,43,0.340834,60.69,7.792554
regret_reg,top30,2,10,44,0.337259,60.82,7.741049
regret_reg,top30,2,10,45,0.348378,60.08,7.611036
regret_reg,top30,2,10,46,0.348032,60.23,7.496008
