fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,fitness,accuracy,mse
softmax,top10,2,10,6,1.822782,53.51,21.740684
softmax,top10,2,10,7,1.449120,54.59,22.123570
softmax,top10,2,10,8,1.226454,54.36,22.345829
softmax,top10,4,20,1,6.099357,49.85,22.813191
softmax,top10,4,20,2,5.566732,50.64,21.442801
softmax,top10,4,20,3,5.014820,50.30,21.060009
softmax,top10,4,20,4,5.057967,51.24,20.601278
softmax,top10,4,20,5,4.432483,50.52,20.657185
softmax,top10,4,20,6,3.800009,52.11,20.730397
softmax,top10,4,20,7,3.554643,53.02,20.906306
softmax,top10,4,20,8,3.144035,53.82,20.726849
softmax,top10,4,20,9,2.795149,54.11,21.174615
softmax,top10,4,20,10,2.424400,54.57,21.315746
softmax,top10,4,20,11,2.160924,55.70,21.497829
softmax,top10,4,20,12,2.018603,55.80,21.205824
softmax,top10,4,20,13,1.925058,57.35,21.391691
softmax,top10,4,20,14,1.594180,58.44,21.467573
softmax,top10,4,20,15,1.413001,58.40,21.350424
softmax,top10,4,20,16,1.275730,58.32,21.249471
softmax,top10,4,20,17,1.164195,59.16,21.150645
softmax,top10,4,20,18,1.089814,59.83,21.033764
softmax,top10,4,20,19,1.034298,60.07,21.118980
softmax,top10,6,30,1,9.433916,49.03,23.651949
softmax,top10,6,30,2,8.286695,52.14,21.887098
softmax,top10,6,30,3,7.079358,52.51,21.893725
softmax,top10,6,30,4,7.110797,52.49,22.240713
softmax,top10,6,30,5,6.172786,54.19,21.757961
softmax,top10,6,30,6,5.583937,55.56,21.935112
softmax,top10,6,30,7,4.640416,57.30,22.498784
softmax,top10,6,30,8,3.602572,60.56,22.066135
softmax,top10,6,30,9,2.984149,62.55,22.678481
softmax,top10,6,30,10,2.740321,63.66,22.706662
softmax,top10,6,30,11,1.958470,65.85,22.934833
softmax,top10,6,30,12,1.516661,67.00,22.585799
softmax,top10,6,30,13,1.350004,68.15,22.187018
softmax,top10,6,30,14,1.262419,68.61,22.471867
softmax,top10,6,30,15,1.136325,68.88,22.390464
softmax,top10,6,30,16,1.016632,68.98,22.001388
softmax,top10,6,30,17,0.960127,69.48,22.040586
softmax,top10,8,40,1,11.843314,49.79,22.297372
softmax,top10,8,40,2,10.617974,51.13,20.269076
softmax,top10,8,40,3,9.851243,52.76,19.782515
softmax,top10,8,40,4,9.274139,53.34,19.453777
softmax,top10,8,40,5,8.760548,54.07,19.648763
softmax,top10,8,40,6,7.765335,55.65,18.304805
softmax,top10,8,40,7,7.065608,57.85,18.176404
softmax,top10,8,40,8,6.083394,59.83,17.851469
softmax,top10,8,40,9,5.348847,61.57,17.693562
softmax,top10,8,40,10,4.678633,63.89,17.088086
softmax,top10,8,40,11,4.037966,66.22,17.246315
softmax,top10,8,40,12,3.363171,67.27,17.087651
softmax,top10,8,40,13,2.615409,69.37,17.245168
softmax,top10,8,40,14,2.336823,70.90,17.399000
softmax,top10,8,40,15,2.143025,70.59,17.564192
softmax,top10,8,40,16,2.101589,71.35,17.556642
softmax,top10,8,40,17,2.037045,71.25,17.572524
softmax,top10,8,40,18,1.970724,70.75,17.735280
softmax,top10,8,40,19,1.948226,71.19,17.773696
softmax,top10,8,40,20,1.888708,70.82,17.769294
softmax,top30,1,5,1,1.416563,50.70,22.218899
softmax,top30,1,5,2,1.154236,50.74,21.494512
softmax,top30,1,5,3,1.136294,51.01,21.849988
softmax,top30,1,5,4,0.773445,52.21,22.210161
softmax,top30,1,5,5,0.720789,53.36,22.539809
softmax,top30,1,5,6,0.578907,53.40,22.673378
softmax,top30,1,5,7,0.553932,53.98,22.470548
softmax,top30,2,10,1,3.016629,49.11,22.861951
softmax,top30,2,10,2,2.701154,49.85,21.519807
softmax,top30,2,10,3,2.409583,49.88,21.825359
softmax,top30,2,10,4,2.359298,50.01,21.272341
softmax,top30,2,10,5,1.994175,51.26,21.395298
softmax,top30,2,10,6,1.345858,53.73,21.532441
softmax,top30,2,10,7,1.186375,53.06,21.418949
softmax,top30,2,10,8,1.037219,53.73,21.340212
softmax,top30,2,10,9,0.925537,54.73,21.786843
softmax,top30,2,10,10,0.847589,53.87,21.756388
softmax,top30,2,10,11,0.871168,53.93,21.846298
softmax,top30,2,10,12,0.811831,53.54,21.925300
softmax,top30,2,10,13,0.811663,53.55,22.064126
softmax,top30,2,10,14,0.783168,54.12,22.170315
softmax,top30,2,10,15,0.779253,53.38,22.006630
softmax,top30,2,10,16,0.756410,54.05,22.162443
softmax,top30,2,10,17,0.767586,53.81,21.976481
softmax,top30,2,10,18,0.747819,54.00,21.887664
softmax,top30,2,10,19,0.734706,53.89,21.896727
softmax,top30,4,20,1,6.183674,49.80,22.798761
softmax,top30,4,20,2,5.194459,50.00,21.772002
softmax,top30,4,20,3,4.916759,51.91,22.219601
softmax,top30,4,20,4,4.621403,51.18,22.183436
softmax,top30,4,20,5,4.094218,53.02,21.929836
softmax,top30,4,20,6,3.958506,52.08,22.029259
softmax,top30,4,20,7,3.453450,54.38,21.690510
softmax,top30,4,20,8,2.781194,56.24,22.178423
softmax,top30,4,20,9,2.490333,57.20,22.265515
softmax,top30,4,20,10,2.171369,58.64,22.589463
softmax,top30,4,20,11,1.704409,58.89,23.035779
softmax,top30,4,20,12,1.494711,59.65,22.826963
softmax,top30,4,20,13,1.323049,59.30,23.000984
softmax,top30,4,20,14,1.190075,59.61,23.057973
softmax,top30,4,20,15,1.139292,59.34,23.131142
softmax,top30,4,20,16,1.095009,59.71,23.066189
softmax,top30,4,20,17,1.045901,59.95,23.133593
softmax,top30,4,20,18,1.046220,60.02,23.253772
softmax,top30,6,30,1,8.833624,50.26,22.731967
softmax,top30,6,30,2,8.297912,48.45,21.127293
softmax,top30,6,30,3,7.631661,49.26,20.779209
softmax,top30,6,30,4,7.181174,50.63,19.933593
softmax,top30,6,30,5,6.833167,53.39,19.843276
softmax,top30,6,30,6,6.118062,54.33,19.968670
softmax,top30,6,30,7,5.350874,55.20,19.490562
softmax,top30,6,30,8,4.519635,55.97,19.560281
softmax,top30,6,30,9,3.709997,58.46,19.255163
softmax,top30,6,30,10,3.379494,60.91,19.599819
softmax,top30,6,30,11,2.847257,61.96,19.806070
softmax,top30,6,30,12,2.445742,65.04,19.513433
softmax,top30,6,30,13,2.118576,66.15,19.633821
softmax,top30,6,30,14,1.709539,67.79,19.532540
softmax,top30,6,30,15,1.374147,70.07,19.942147
softmax,top30,6,30,16,1.201322,69.87,20.600902
softmax,top30,6,30,17,0.893281,71.17,20.459155
softmax,top30,6,30,18,0.753480,72.14,20.309483
softmax,top30,6,30,19,0.640872,72.04,20.373384
softmax,top30,6,30,20,0.528858,72.67,20.234509
softmax,top30,6,30,21,0.471708,71.75,20.117446
softmax,top30,6,30,22,0.453589,72.11,20.083913
softmax,top30,8,40,1,11.753458,49.42,22.446354
softmax,top30,8,40,2,11.081370,51.77,21.068344
softmax,top30,8,40,3,9.416467,54.87,20.314208
softmax,top30,8,40,4,10.027550,53.81,19.826473
softmax,top30,8,40,5,9.269489,54.40,20.197235
softmax,top30,8,40,6,8.190335,57.29,19.335874
softmax,top30,8,40,7,7.188562,58.42,19.099601
softmax,top30,8,40,8,6.450771,60.15,18.941178
softmax,top30,8,40,9,5.623534,63.17,18.838268
softmax,top30,8,40,10,4.575278,66.92,18.415679
softmax,top30,8,40,11,3.877652,69.47,18.327267
softmax,top30,8,40,12,3.175503,71.10,18.008175
softmax,top30,8,40,13,2.533909,72.99,18.925596
softmax,top30,8,40,14,2.203126,74.66,19.161117
softmax,top30,8,40,15,2.011615,75.03,19.237341
softmax,top30,8,40,16,1.533874,75.85,19.434269
softmax,top30,8,40,17,1.223044,76.75,19.641920
softmax,top30,8,40,18,1.023457,77.67,20.157906
softmax,top30,8,40,19,0.825292,78.45,20.645567
softmax,top30,8,40,20,0.721991,78.62,20.806072
softmax,top30,8,40,21,0.558465,78.68,20.901966
softmax,top30,8,40,22,0.486079,78.87,20.637226
softmax,top30,8,40,23,0.447688,78.98,20.424608
softmax,top30,8,40,24,0.409380,79.13,20.181212
softmax,top30,8,40,25,0.368605,79.03,20.140060
softmax,top70,1,5,1,1.528520,48.99,22.429550
softmax,top70,1,5,2,1.229376,50.09,21.427232
softmax,top70,1,5,3,1.130626,50.13,21.549402
softmax,top70,1,5,4,0.912803,50.95,21.906006
softmax,top70,1,5,5,0.604359,51.17,21.298376
softmax,top70,1,5,6,0.400522,51.76,21.318823
softmax,top70,1,5,7,0.281028,52.04,21.604848
softmax,top70,1,5,8,0.120627,53.87,22.345270
softmax,top70,1,5,9,0.110448,54.45,22.872751
softmax,top70,1,5,10,0.067246,54.70,22.812053
softmax,top70,1,5,11,0.060656,54.91,22.767946
softmax,top70,2,10,1,2.900491,50.61,22.971451
softmax,top70,2,10,2,2.607736,49.80,22.047922
softmax,top70,2,10,3,2.330578,49.48,22.432833
softmax,top70,2,10,4,2.321200,50.84,22.159296
softmax,top70,2,10,5,2.029337,52.07,22.800408
softmax,top70,2,10,6,1.547451,52.38,22.206833
softmax,top70,2,10,7,1.197689,52.14,23.492460
softmax,top70,2,10,8,1.107753,53.21,22.872461
softmax,top70,2,10,9,0.931782,52.49,22.594905
softmax,top70,2,10,10,0.614959,52.88,21.937298
softmax,top70,2,10,11,0.404155,53.15,21.757816
softmax,top70,2,10,12,0.299267,54.09,21.864847
softmax,top70,2,10,13,0.261014,54.30,21.609232
softmax,top70,2,10,14,0.217885,54.44,21.734134
softmax,top70,2,10,15,0.208046,54.83,21.896338
softmax,top70,2,10,16,0.132031,55.16,22.035741
softmax,top70,2,10,17,0.124843,55.55,22.195159
softmax,top70,2,10,18,0.132145,55.35,22.298326
softmax,top70,2,10,19,0.089085,55.63,22.381112
softmax,top70,2,10,20,0.074160,55.32,22.472435
softmax,top70,2,10,21,0.069904,55.07,22.625712
softmax,top70,4,20,1,6.362589,50.13,22.291811
softmax,top70,4,20,2,5.450373,49.21,21.141937
softmax,top70,4,20,3,5.114471,49.95,21.787537
softmax,top70,4,20,4,4.973492,52.15,21.453063
softmax,top70,4,20,5,4.403012,50.58,21.561615
softmax,top70,4,20,6,3.872927,52.73,21.978928
softmax,top70,4,20,7,3.750113,54.28,21.828131
softmax,top70,4,20,8,3.304528,54.88,22.162947
softmax,top70,4,20,9,2.602288,57.98,22.144665
softmax,top70,4,20,10,2.101407,59.31,22.301493
softmax,top70,4,20,11,1.682187,59.92,21.774850
softmax,top70,4,20,12,1.434571,61.00,22.106417
softmax,top70,4,20,13,1.014094,62.64,22.223343
softmax,top70,4,20,14,0.830589,61.99,21.647038
softmax,top70,4,20,15,0.559727,63.34,21.558067
softmax,top70,4,20,16,0.461689,64.28,20.893845
softmax,top70,4,20,17,0.323865,64.34,21.282153
softmax,top70,4,20,18,0.241305,63.93,21.373640
softmax,top70,4,20,19,0.178866,64.50,20.998137
softmax,top70,4,20,20,0.162953,63.87,20.792463
softmax,top70,4,20,21,0.140000,64.14,20.535159
softmax,top70,4,20,22,0.120577,64.05,20.398670
softmax,top70,4,20,23,0.107649,64.55,20.170298
softmax,top70,6,30,1,9.059713,50.75,21.923410
softmax,top70,6,30,2,7.885079,50.96,20.366051
softmax,top70,6,30,3,7.673035,52.69,19.497377
softmax,top70,6,30,4,7.208823,52.46,19.459646
softmax,top70,6,30,5,6.471993,53.34,19.486543
softmax,top70,6,30,6,5.912466,55.29,19.256067
softmax,top70,6,30,7,5.345801,56.42,19.471714
softmax,top70,6,30,8,4.325075,58.96,19.305300
softmax,top70,6,30,9,4.043762,59.64,18.993080
softmax,top70,6,30,10,3.043004,62.44,19.217772
softmax,top70,6,30,11,2.920447,61.93,19.001256
softmax,top70,6,30,12,2.213293,65.12,19.167256
softmax,top70,6,30,13,1.807982,67.45,19.435630
softmax,top70,6,30,14,1.433949,68.42,19.885444
softmax,top70,6,30,15,1.153442,69.71,20.142188
softmax,top70,6,30,16,0.823901,72.48,20.160729
softmax,top70,6,30,17,0.703650,71.80,20.100272
softmax,top70,6,30,18,0.543654,72.40,19.960872
softmax,top70,6,30,19,0.467428,72.78,20.096380
softmax,top70,6,30,20,0.353300,72.33,19.925894
softmax,top70,6,30,21,0.286515,72.59,19.827413
softmax,top70,6,30,22,0.201172,72.95,19.602178
softmax,top70,6,30,23,0.198276,72.43,19.708824
softmax,top70,6,30,24,0.143079,72.55,19.871650
softmax,top70,6,30,25,0.120943,72.36,19.780923
softmax,top70,6,30,26,0.110947,72.68,19.839358
softmax,top70,6,30,27,0.095211,72.43,19.947005
softmax,top70,6,30,28,0.086777,72.38,19.929278
softmax,top70,6,30,29,0.084254,72.44,19.870514
softmax,top70,8,40,1,11.795009,49.30,22.633193
softmax,top70,8,40,2,10.784827,51.35,21.634873
softmax,top70,8,40,3,10.572113,53.19,20.879255
softmax,top70,8,40,4,9.277368,53.93,21.253290
softmax,top70,8,40,5,8.526021,56.32,20.159285
softmax,top70,8,40,6,7.799670,56.99,20.840277
softmax,top70,8,40,7,7.722911,58.79,21.512786
softmax,top70,8,40,8,6.406372,61.79,20.958549
softmax,top70,8,40,9,5.903204,63.88,20.725267
softmax,top70,8,40,10,5.394653,63.34,20.595332
softmax,top70,8,40,11,4.184684,66.72,20.796224
softmax,top70,8,40,12,3.365414,69.44,20.319625
softmax,top70,8,40,13,2.742589,71.00,20.295547
softmax,top70,8,40,14,2.505455,72.63,20.804671
softmax,top70,8,40,15,1.757793,74.02,21.129769
softmax,top70,8,40,16,1.328955,75.14,20.919588
softmax,top70,8,40,17,0.895945,76.61,21.152085
softmax,top70,8,40,18,0.660255,77.35,21.224923
softmax,top70,8,40,19,0.524654,77.13,21.009098
softmax,top70,8,40,20,0.456980,77.84,20.954097
softmax,top70,8,40,21,0.288199,78.12,20.588995
softmax,top70,8,40,22,0.180623,78.87,20.665418
softmax,top70,8,40,23,0.140112,79.21,20.704409
softmax,top70,8,40,24,0.090328,79.86,20.616143
softmax,top70,8,40,25,0.079274,80.40,20.741448
softmax,top70,8,40,26,0.077601,80.32,20.647837
softmax,top70,8,40,27,0.071491,80.29,20.611304
softmax,top70,8,40,28,0.070515,80.55,20.588237
softmax,top70,8,40,29,0.070396,80.63,20.453812
softmax,top70,8,40,30,0.061226,80.82,20.453252
softmax,top90,1,5,1,1.439533,49.46,22.855145
softmax,top90,1,5,2,1.152040,51.91,21.994516
softmax,top90,1,5,3,1.020289,50.46,21.170245
softmax,top90,1,5,4,0.844802,53.01,22.145264
softmax,top90,1,5,5,0.595056,53.80,22.411369
softmax,top90,1,5,6,0.417573,54.37,22.155260
softmax,top90,1,5,7,0.167179,53.60,22.341067
softmax,top90,1,5,8,0.156953,54.98,22.929871
softmax,top90,1,5,9,0.072713,56.07,23.066515
softmax,top90,1,5,10,0.051478,55.20,23.529130
softmax,top90,1,5,11,0.027394,54.42,23.917063
softmax,top90,2,10,1,3.085410,50.42,22.664248
softmax,top90,2,10,2,2.687371,50.83,21.673897
softmax,top90,2,10,3,2.249695,51.56,21.422634
softmax,top90,2,10,4,2.104509,53.11,21.049463
softmax,top90,2,10,5,2.056000,51.15,20.879417
softmax,top90,2,10,6,1.711256,52.05,21.125840
softmax,top90,2,10,7,1.203738,53.49,20.680790
softmax,top90,2,10,8,1.123233,55.19,20.714080
softmax,top90,2,10,9,0.763467,55.25,20.756568
softmax,top90,2,10,10,0.534256,55.78,20.809061
softmax,top90,2,10,11,0.319250,56.02,21.442278
softmax,top90,2,10,12,0.169965,56.36,21.996761
softmax,top90,2,10,13,0.164041,56.93,21.756508
softmax,top90,2,10,14,0.079845,57.41,22.518929
softmax,top90,2,10,15,0.038362,58.01,22.622521
softmax,top90,2,10,16,0.022884,57.91,22.792768
softmax,top90,2,10,17,0.011963,58.28,23.091203
softmax,top90,2,10,18,0.018012,58.44,23.248435
softmax,top90,4,20,1,5.972845,49.78,22.795002
softmax,top90,4,20,2,5.334729,51.59,21.403827
softmax,top90,4,20,3,5.129374,51.93,21.078061
softmax,top90,4,20,4,4.637153,52.19,19.652565
softmax,top90,4,20,5,4.441924,53.29,19.292904
softmax,top90,4,20,6,4.041729,53.59,18.588602
softmax,top90,4,20,7,3.675869,53.95,18.239282
softmax,top90,4,20,8,3.330443,54.40,18.192241
softmax,top90,4,20,9,3.124371,57.21,18.516353
softmax,top90,4,20,10,2.338541,58.98,17.887106
softmax,top90,4,20,11,2.184103,60.16,17.251323
softmax,top90,4,20,12,1.673401,61.16,17.227905
softmax,top90,4,20,13,1.332650,62.97,16.864457
softmax,top90,4,20,14,1.111788,64.07,16.959373
softmax,top90,4,20,15,0.879961,65.53,16.556760
softmax,top90,4,20,16,0.635434,65.92,16.506447
softmax,top90,4,20,17,0.574723,67.40,16.690275
softmax,top90,4,20,18,0.364890,67.29,17.333887
softmax,top90,4,20,19,0.316999,68.02,17.594886
softmax,top90,4,20,20,0.205537,67.91,17.700952
softmax,top90,4,20,21,0.162058,67.47,18.028088
softmax,top90,4,20,22,0.148351,67.33,18.466336
softmax,top90,4,20,23,0.133275,67.60,18.459998
softmax,top90,4,20,24,0.136800,67.63,18.904479
softmax,top90,4,20,25,0.120251,68.10,19.118103
softmax,top90,4,20,26,0.119210,68.12,19.160907
softmax,top90,4,20,27,0.118325,68.07,19.294027
softmax,top90,4,20,28,0.115754,68.41,19.398583
softmax,top90,6,30,1,9.185771,49.09,22.894086
softmax,top90,6,30,2,8.159014,50.96,21.278770
softmax,top90,6,30,3,7.960507,51.11,20.269528
softmax,top90,6,30,4,7.225606,53.34,20.234185
softmax,top90,6,30,5,6.938419,52.68,19.898854
softmax,top90,6,30,6,6.137809,54.70,19.010361
softmax,top90,6,30,7,5.738197,54.24,19.456792
softmax,top90,6,30,8,4.774514,56.72,18.965483
softmax,top90,6,30,9,4.325516,58.92,20.151032
softmax,top90,6,30,10,3.671506,60.85,20.205222
softmax,top90,6,30,11,3.208231,61.56,20.497422
softmax,top90,6,30,12,2.477523,62.39,20.379770
softmax,top90,6,30,13,2.028554,63.80,20.723569
softmax,top90,6,30,14,1.563261,66.27,21.358697
softmax,top90,6,30,15,1.061534,68.02,21.437486
softmax,top90,6,30,16,0.821016,68.09,21.805101
softmax,top90,6,30,17,0.521466,68.61,21.893270
softmax,top90,6,30,18,0.407657,68.36,22.010481
softmax,top90,6,30,19,0.272021,69.59,22.300278
softmax,top90,6,30,20,0.206885,69.89,22.172448
softmax,top90,6,30,21,0.140864,69.84,21.979174
softmax,top90,6,30,22,0.122844,70.12,22.242725
softmax,top90,6,30,23,0.104362,70.41,22.277810
softmax,top90,6,30,24,0.080795,69.96,21.973093
softmax,top90,6,30,25,0.068389,70.86,22.196575
softmax,top90,6,30,26,0.062690,71.27,22.275190
softmax,top90,6,30,27,0.053301,71.69,22.515991
softmax,top90,6,30,28,0.041478,71.58,22.437364
softmax,top90,6,30,29,0.036362,71.44,22.468175
softmax,top90,6,30,30,0.035708,71.57,22.375939
softmax,top90,6,30,31,0.042040,71.56,22.422599
softmax,top90,6,30,32,0.036288,71.67,22.400732
softmax,top90,6,30,33,0.030754,71.55,22.375144
softmax,top90,6,30,34,0.026592,71.45,22.356410
softmax,top90,6,30,35,0.026821,71.25,22.392631
softmax,top90,6,30,36,0.020479,70.96,22.449151
softmax,top90,8,40,1,12.361208,48.53,22.717682
softmax,top90,8,40,2,11.147164,51.46,21.352727
softmax,top90,8,40,3,10.005126,51.85,21.691846
softmax,top90,8,40,4,9.950896,52.29,21.200174
softmax,top90,8,40,5,8.912546,53.86,20.279195
softmax,top90,8,40,6,7.776158,56.48,20.405966
softmax,top90,8,40,7,7.297351,55.34,20.021884
softmax,top90,8,40,8,6.662087,58.72,20.405682
softmax,top90,8,40,9,5.494794,59.65,19.675389
softmax,top90,8,40,10,4.621266,63.17,19.195393
softmax,top90,8,40,11,3.887658,66.59,18.957194
softmax,top90,8,40,12,3.090865,67.49,18.668769
softmax,top90,8,40,13,2.625390,69.88,18.711411
softmax,top90,8,40,14,1.962995,71.29,19.161384
softmax,top90,8,40,15,1.532157,73.10,19.252463
softmax,top90,8,40,16,1.172830,73.25,19.349294
softmax,top90,8,40,17,0.835298,74.83,19.605560
softmax,top90,8,40,18,0.672468,73.99,19.647952
softmax,top90,8,40,19,0.408701,75.31,19.276032
softmax,top90,8,40,20,0.435554,74.92,19.471915
softmax,top90,8,40,21,0.210396,75.66,19.916195
softmax,top90,8,40,22,0.193453,76.12,20.000582
softmax,top90,8,40,23,0.142303,76.46,20.065400
softmax,top90,8,40,24,0.102113,76.97,20.026129
softmax,top90,8,40,25,0.063146,76.63,20.158658
softmax,top90,8,40,26,0.057350,76.97,20.061090
softmax,top90,8,40,27,0.035665,76.73,19.964482
softmax,top90,8,40,28,0.031059,76.96,19.806152
softmax,top90,8,40,29,0.031648,76.93,19.759784
softmax,top90,8,40,30,0.026008,76.87,19.686422
softmax,top90,8,40,31,0.024636,76.84,19.655015
softmax,top90,8,40,32,0.022687,76.57,19.709887
regret_reg,top10,1,5,1,10.657704,49.17,22.600695
regret_reg,top10,1,5,2,10.050393,50.04,19.722856
regret_reg,top10,1,5,3,8.944683,51.98,18.297735
regret_reg,top10,1,5,4,7.914961,52.65,17.993317
regret_reg,top10,1,5,5,7.387979,52.20,16.934051
regret_reg,top10,1,5,6,6.488348,53.47,16.935197
regret_reg,top10,1,5,7,6.033171,52.41,16.582550
regret_reg,top10,1,5,8,5.263424,53.99,16.591750
regret_reg,top10,1,5,9,4.780392,52.48,16.388134
regret_reg,top10,1,5,10,4.188911,51.95,15.198188
regret_reg,top10,1,5,11,3.700200,52.01,14.945295
regret_reg,top10,1,5,12,3.299082,52.51,14.016089
regret_reg,top10,1,5,13,2.910281,52.59,13.690775
regret_reg,top10,1,5,14,2.508753,51.85,13.262793
regret_reg,top10,1,5,15,2.265182,52.83,12.810480
regret_reg,top10,1,5,16,2.005894,52.45,12.333127
regret_reg,top10,1,5,17,1.757647,53.33,11.928366
regret_reg,top10,1,5,18,1.550485,54.18,11.633479
regret_reg,top10,1,5,19,1.363485,53.63,10.868270
regret_reg,top10,1,5,20,1.210140,52.15,10.448574
regret_reg,top10,1,5,21,1.075356,53.07,10.170468
regret_reg,top10,1,5,22,0.957712,53.30,9.913697
regret_reg,top10,1,5,23,0.848161,52.77,9.378037
regret_reg,top10,1,5,24,0.747810,52.17,9.218295
regret_reg,top10,1,5,25,0.662514,53.14,9.133135
regret_reg,top10,1,5,26,0.597141,53.97,8.675368
regret_reg,top10,1,5,27,0.536803,54.01,8.575940
regret_reg,top10,1,5,28,0.499734,52.72,8.575399
regret_reg,top10,1,5,29,0.454732,52.73,8.322664
regret_reg,top10,1,5,30,0.425958,53.09,8.326335
regret_reg,top10,1,5,31,0.404692,52.27,8.007794
regret_reg,top10,1,5,32,0.372998,52.41,7.933488
regret_reg,top10,1,5,33,0.362765,52.42,7.642860
regret_reg,top10,1,5,34,0.344357,51.66,7.580122
regret_reg,top10,1,5,35,0.340657,51.43,7.552429
regret_reg,top10,1,5,36,0.337745,50.18,7.528418
regret_reg,top10,1,5,37,0.320388,49.90,7.420204
regret_reg,top10,1,5,38,0.325748,48.71,7.401685
regret_reg,top10,1,5,39,0.322147,50.45,7.510626
regret_reg,top10,1,5,40,0.321737,49.43,7.604110
regret_reg,top10,1,5,41,0.314305,50.60,7.414708
regret_reg,top10,1,5,42,0.310415,51.01,7.579364
regret_reg,top10,1,5,43,0.320807,50.73,7.499224
regret_reg,top10,1,5,44,0.311581,51.50,7.395255
regret_reg,top10,1,5,45,0.306956,52.75,7.528096
regret_reg,top10,1,5,46,0.306089,51.84,7.311411
regret_reg,top10,1,5,47,0.302662,51.91,7.465529
regret_reg,top10,1,5,48,0.307613,51.57,7.579603
regret_reg,top10,1,5,49,0.304603,51.95,7.620450
regret_reg,top10,1,5,50,0.303102,52.63,7.612616
regret_reg,top10,1,5,51,0.300759,53.41,7.644934
regret_reg,top10,1,5,52,0.290182,54.56,7.378697
regret_reg,top10,1,5,53,0.290804,53.45,7.332672
regret_reg,top10,1,5,54,0.289846,53.01,7.455276
regret_reg,top10,1,5,55,0.294595,52.79,7.298504
regret_reg,top10,1,5,56,0.297538,51.76,7.286893
regret_reg,top10,1,5,57,0.308187,53.08,7.255664
regret_reg,top10,1,5,58,0.304569,52.96,7.174663
regret_reg,top10,1,5,59,0.306201,52.90,6.973953
regret_reg,top10,1,5,60,0.298800,54.83,7.057320
regret_reg,top10,1,5,61,0.303250,53.68,7.218727
regret_reg,top10,1,5,62,0.293786,53.55,7.210671
regret_reg,top10,1,5,63,0.292891,54.45,7.331103
regret_reg,top10,1,5,64,0.296989,54.07,7.429017
regret_reg,top10,1,5,65,0.303406,54.73,7.366546
regret_reg,top10,1,5,66,0.304951,54.51,7.407655
regret_reg,top10,1,5,67,0.295796,54.84,7.413943
regret_reg,top10,1,5,68,0.297483,54.46,7.472883
regret_reg,top10,1,5,69,0.295314,54.36,7.377320
regret_reg,top10,1,5,70,0.290921,54.32,7.382103
regret_reg,top10,1,5,71,0.294388,53.71,7.332508
regret_reg,top10,1,5,72,0.289409,54.23,7.236817
regret_reg,top10,1,5,73,0.292636,54.21,7.278227
regret_reg,top10,1,5,74,0.289554,54.64,7.288886
regret_reg,top10,1,5,75,0.290783,54.57,7.256948
regret_reg,top10,1,5,76,0.290719,54.15,7.231686
regret_reg,top10,1,5,77,0.293449,54.35,7.218349
regret_reg,top10,1,5,78,0.290947,54.93,7.237991
regret_reg,top10,1,5,79,0.292907,54.53,7.257480
regret_reg,top10,1,5,80,0.290113,54.71,7.224222
regret_reg,top10,1,5,81,0.294878,54.46,7.342486
regret_reg,top10,1,5,82,0.299360,54.21,7.286040
regret_reg,top10,1,5,83,0.290527,54.38,7.324855
regret_reg,top10,1,5,84,0.289688,54.84,7.344273
regret_reg,top10,1,5,85,0.289833,54.82,7.392061
regret_reg,top10,1,5,86,0.290532,54.31,7.333551
regret_reg,top10,2,10,1,12.076319,50.21,22.685544
regret_reg,top10,2,10,2,11.141797,50.14,21.025205
regret_reg,top10,2,10,3,10.274998,52.19,19.710363
regret_reg,top10,2,10,4,9.580426,49.62,19.160346
regret_reg,top10,2,10,5,8.373792,50.50,18.336193
regret_reg,top10,2,10,6,7.594681,51.61,17.391087
regret_reg,top10,2,10,7,6.748314,51.38,16.388636
regret_reg,top10,2,10,8,5.958530,51.09,15.953229
regret_reg,top10,2,10,9,5.604922,52.31,15.648977
regret_reg,top10,2,10,10,5.076604,52.83,14.593771
regret_reg,top10,2,10,11,4.403019,54.23,13.713677
regret_reg,top10,2,10,12,3.889283,56.48,13.430282
regret_reg,top10,2,10,13,3.475109,57.07,12.572986
regret_reg,top10,2,10,14,3.061565,55.91,12.053631
regret_reg,top10,2,10,15,2.736439,56.09,11.675986
regret_reg,top10,2,10,16,2.498038,56.78,11.552531
regret_reg,top10,2,10,17,2.194538,55.95,10.976519
regret_reg,top10,2,10,18,1.932603,57.63,10.518020
regret_reg,top10,2,10,19,1.725205,56.32,9.926022
regret_reg,top10,2,10,20,1.532712,56.36,9.749003
regret_reg,top10,2,10,21,1.366233,56.57,9.231156
regret_reg,top10,2,10,22,1.234416,56.64,8.625695
regret_reg,top10,2,10,23,1.087193,56.93,8.174214
regret_reg,top10,2,10,24,0.963899,56.82,7.813995
regret_reg,top10,2,10,25,0.851420,57.24,7.934415
regret_reg,top10,2,10,26,0.769204,56.33,7.688215
regret_reg,top10,2,10,27,0.686616,57.78,7.410114
regret_reg,top10,2,10,28,0.617503,57.57,7.403073
regret_reg,top10,2,10,29,0.565629,57.54,7.369762
regret_reg,top10,2,10,30,0.523789,58.44,7.358744
regret_reg,top10,2,10,31,0.479873,59.25,7.404932
regret_reg,top10,2,10,32,0.457621,58.92,7.492957
regret_reg,top10,2,10,33,0.419157,59.04,7.696161
